"nmqm","Zentral","WL","Gebtyp.25","Haustyp.23","HZ.unvoll","Fussboden.HZ","bad.score.25","Kueche.offen","kue.score.23","Boden.Fak.23","Modern.Boden","Balkon.Terrasse","Besond.Ausst","Modern.Fenster","wfl.gekappt","bj","(weights)"
13,0,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,80,1983,0.0756536989740089
16.4,0,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,0,0,0,50,1957.5,0.136534830490863
20.25,0,"gute","Wohnblock","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,76,2013.5,0.111510091043841
16.59,0,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,81,1972,0.164981790700255
14.55,0,"gute","Wohnblock","ENb",FALSE,0,1,0,0,"guter",0,1,0,0,65,1972,0.136190604021081
20,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,60,2003.5,0.124908696941322
20.84,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,95,2020,0.0882250498257798
17.33,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,48,2013.5,0.100936032410457
13.51,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,92,2013.5,0.141384782485381
18.04,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,51,2003.5,0.126990347029856
16.79,0,"gute","anderer","anderer",FALSE,0,1,0,2,"einfacher",0,0,0,0,84,2003.5,0.156295462794279
22.34,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,1,0,47,2003.5,0.124382682639369
17.65,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,66,1983,0.140711050040712
17.12,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,85,2003.5,0.135862367372357
18.11,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,1,1,0,54,1993.5,0.125129134696944
11.89,0,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,0,0,75,1993.5,0.0743156841898688
18.47,0,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,76,2020,0.0993813365657366
14.72,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,108,2020,0.117320899138227
19.97,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,40,1993.5,0.111178076585919
17.98,0,"gute","anderer","guter",FALSE,0,4,1,3,"guter",0,0,0,0,114,1918,0.114729382220407
19.67,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,61,2013.5,0.107976687549151
10.56,0,"gute","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,71,1983,0.166989553492879
14.14,0,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,70,1957.5,0.15145841159705
4.79,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,2,0,0,"guter",0,0,0,0,100,1924,0.0587733841006678
9.39,0,"gute","Wohnblock","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,82,1993.5,0.138236806057383
17.02,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,1,"einfacher",0,1,0,0,51,1983,0.141315067583363
11.97,0,"gute","anderer","anderer",FALSE,0,0,1,3,"guter",0,1,0,0,62,1972,0.149500334279108
9.04,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,68,1972,0.129853311699566
20.65,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,49,2020,0.0774883164443393
19.9,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,48,2020,0.0770874214134776
26.04,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,56,2020,0.0803534761428977
21.8,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,46,2020,0.0381459168849012
15.48,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,94,2020,0.0877687102117256
19.63,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,85,2020,0.0751307530279714
19.62,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,1,0,85,2020,0.0933947287068718
14.66,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,102,2020,0.102002236833388
15.18,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,100,1957.5,0.158711167860156
19.25,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,53,2013.5,0.0929088903650153
15.43,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"einfacher",0,1,0,0,70,1972,0.122054123398038
11.85,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,54,1972,0.134638928759641
22.11,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,45,2022.5,0.0321932793998245
14.27,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,55,1983,0.14818462936073
12.02,0,"durchschnittliche","anderer","guter",FALSE,0,1,0,0,"guter",0,1,0,0,84,1924,0.120622389554337
16.27,0,"gute","anderer","anderer",FALSE,0,3,1,0,"einfacher",0,0,1,0,110,2013.5,0.123732544943223
17.79,0,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,0,0,71,2013.5,0.12114489817875
18.58,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,86,2013.5,0.105337712850332
15.65,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,0,0,115,2003.5,0.127691186381294
16.4,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,100,2003.5,0.13171333887614
6.97,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"anderer",0,1,0,0,91,1957.5,0.141557104952963
19.07,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,54,2013.5,0.0994858098578815
17.19,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,1,1,0,83,1993.5,0.130444157554761
12.26,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,42,1983,0.130036941071338
13.68,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,53,1983,0.137672339740602
10.65,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,46,1957.5,0.125539774874278
19.52,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,1,0,95,2003.5,0.143093872429359
20.31,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,32,1972,0.120118327177574
11.64,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,64,1972,0.141806387960983
19.99,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,56,1993.5,0.150164467678851
13,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,75,1993.5,0.139527311685658
11.46,0,"gute","anderer","anderer",FALSE,0,0,1,2,"guter",1,0,0,0,38,1972,0.0899788722978729
14.71,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,160,2003.5,0.179789907979162
19.17,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,60,2003.5,0.066529449770897
11.9,0,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,1,0,0,87,1993.5,0.141868055785025
16.67,0,"durchschnittliche","anderer","anderer",FALSE,1,1,0,3,"anderer",0,1,0,0,72,1983,0.0447533265965335
17.9,0,"gute","anderer","guter",FALSE,0,4,1,0,"guter",0,1,0,0,110,1918,0.112373964809006
13.47,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"einfacher",0,0,0,0,53,2013.5,0.10743768713634
12.23,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,57,1957.5,0.0812588734631885
13.06,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"einfacher",0,0,0,0,53,2013.5,0.11978679966794
18.76,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,34,1957.5,0.105802262016223
13.75,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,45,2013.5,0.0993774862057041
12.89,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,70,2013.5,0.120518250057456
12.92,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,48,1957.5,0.113771765845043
10.52,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,94,1983,0.136989482186722
13.54,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,48,2013.5,0.112537831145646
5.9,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"einfacher",0,1,0,0,69,1972,0.15094014098081
17.9,0,"beste","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,62,2020,0.0597849397148488
18.46,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,51,1972,0.126651891485999
19.26,0,"beste","anderer","anderer",FALSE,0,1,0,3,"einfacher",1,1,0,0,87,1972,0.0698113765969037
20,0,"beste","anderer","anderer",FALSE,0,1,1,0,"guter",0,1,1,0,30,1983,0.0755180409101784
16.44,0,"beste","anderer","anderer",FALSE,0,2,1,3,"guter",0,1,1,0,100,1993.5,0.098170922646291
21.79,0,"gute","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,1,0,35,2013.5,0.100510363905002
15.56,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,72,1972,0.126666347996456
24,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,75,2022.5,0.0801348529058711
10,0,"gute","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,60,1983,0.157729503911375
21.67,0,"gute","Wohnblock","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,36,1957.5,0.126970937900812
16.49,0,"gute","anderer","anderer",FALSE,1,1,1,0,"guter",0,1,0,0,57,1972,0.048058338550898
14,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,80,2013.5,0.102110579901928
13.05,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,0,0,42,1972,0.117688177174052
9.22,0,"durchschnittliche","anderer","guter",FALSE,0,2,0,3,"guter",0,1,0,0,75,1918,0.0546841940119647
21.22,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,1,0,0,92,1983,0.129533404389003
15.36,0,"gute","anderer","guter",FALSE,1,1,0,3,"guter",0,1,0,0,56,1939,0.0794084488112209
13.04,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,133,2013.5,0.134412135859791
11.38,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,2,"anderer",1,1,0,0,65,1972,0.0348954736235567
13.55,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,1,1,0,"guter",0,0,0,0,38,1918,0.100646667555583
10.01,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,62,2013.5,0.0644549140732907
14.08,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,1,0,49,1993.5,0.1219256769927
8.73,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,50,1983,0.0647526692766074
16.27,0,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,1,0,0,67,1957.5,0.119958697734196
18.13,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,1,0,80,2020,0.0910041935502175
12.82,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,117,2013.5,0.129480273745395
21.05,0,"gute","anderer","anderer",FALSE,0,3,0,3,"einfacher",1,1,0,0,38,1972,0.0673334204841217
14.15,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,0,0,73,2003.5,0.107490232227651
11.05,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,57,1972,0.130655388423776
14.63,0,"gute","anderer","anderer",FALSE,0,1,0,0,"anderer",0,1,0,0,82,1972,0.132809401275205
12.25,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"einfacher",0,0,0,0,40,1957.5,0.12621518998295
13,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,45,2003.5,0.057779419649793
12.63,0,"gute","anderer","anderer",FALSE,0,2,0,0,"einfacher",0,1,0,0,76,1972,0.134127358102124
17.65,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",0,0,0,0,51,2003.5,0.132914319484866
13.86,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,96,1993.5,0.173463332415119
21.67,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,160,2013.5,0.138674891390281
24.29,0,"beste","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,89,2022.5,0.0557406444882332
19.85,0,"beste","anderer","anderer",FALSE,0,3,0,3,"anderer",0,0,1,0,65,2003.5,0.0634474542021913
13.33,0,"gute","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,69,1972,0.155027568372299
12.55,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,75,1993.5,0.148631368379738
13.46,0,"gute","anderer","anderer",FALSE,0,2,0,2,"guter",0,1,0,0,78,1972,0.1306696609478
20,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,82,2013.5,0.115034325753051
16.7,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,56,1957.5,0.118592069950425
8.8,0,"gute","anderer","anderer",FALSE,0,1,1,2,"einfacher",0,1,1,0,85,1983,0.161052765952988
19.12,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,68,1993.5,0.128555917827139
11.59,0,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,0,0,0,73,1972,0.158277125938172
13.86,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,83,2003.5,0.167147324583652
22.75,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,1,0,0,60,1993.5,0.123331124474483
13.37,0,"gute","anderer","anderer",FALSE,1,2,0,3,"einfacher",1,1,0,0,100,1957.5,0.0740348584870969
14.52,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,65,2013.5,0.0886819305887828
10.79,0,"gute","anderer","anderer",FALSE,0,2,0,2,"guter",0,1,0,0,70,1993.5,0.129896289346151
20,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,73,2020,0.0787124513310766
10.74,0,"gute","anderer","sehr.einfacher",FALSE,0,2,1,0,"einfacher",1,0,0,1,95,1939,0.0837899988819193
15.35,0,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,55,1972,0.14416986626248
9.82,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,83,1957.5,0.136417150462368
17.78,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,0,0,27,2013.5,0.0728167749906828
9.22,0,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,0,0,0,78,1957.5,0.14096277607862
11.16,0,"durchschnittliche","anderer","einfacher",FALSE,0,1,0,0,"anderer",0,0,0,0,45,1918,0.0931884448556056
17.32,0,"gute","anderer","anderer",FALSE,0,1,1,1,"guter",0,0,0,0,41,1957.5,0.116873576359086
16.44,0,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,0,0,90,1972,0.124723630996221
14.35,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,82,1957.5,0.121720708357725
14.7,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,74,1993.5,0.154760199562936
11.72,0,"gute","anderer","anderer",FALSE,0,2,0,1,"guter",0,1,0,0,87,1983,0.140725621178385
12.56,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,84,1972,0.167568578997659
15.47,0,"beste","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,0,0,103,1972,0.0431536089234333
15.97,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,72,2013.5,0.102530686555694
13.85,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,1,"guter",0,1,0,0,52,1993.5,0.123837788922017
16.13,0,"durchschnittliche","anderer","guter",FALSE,0,1,1,0,"einfacher",1,1,0,0,62,1939,0.0739041421629404
18.59,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,0,0,85,2003.5,0.114391990400283
18.51,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"einfacher",0,0,1,0,57,2020,0.0393208639288291
14.02,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,87,2013.5,0.0993996411025506
13.13,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,0,0,62,1972,0.101259080522463
15.63,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"einfacher",0,1,0,0,64,1972,0.131913896589435
18.87,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,1,0,53,2013.5,0.103588032599786
10.32,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,0,0,74,1957.5,0.135034911729014
18.4,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,0,3,"guter",1,1,0,0,50,1957.5,0.078361453087413
11.08,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,83,2003.5,0.140732974987867
11.5,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,83,2003.5,0.140732974987867
10.46,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,2,"einfacher",0,1,0,0,73,1972,0.0770520106648788
16.95,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,59,1993.5,0.127839917338176
12.74,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,75,2013.5,0.116108225310362
13.25,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,83,1972,0.140357892497724
10.5,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,80,1972,0.0770375684211163
12.5,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,72,1957.5,0.0718318021318011
18,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,1,0,50,2013.5,0.101988598785964
21.62,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,68,2022.5,0.0808828442617397
13.46,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,1,"anderer",0,0,0,0,65,1957.5,0.0892516656828306
15.66,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,83,2013.5,0.108549641305426
7.43,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"einfacher",0,1,0,0,86,1972,0.147856512450874
18.23,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,49,2020,0.0727419561455118
17.54,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"anderer",0,0,0,0,59,2013.5,0.0855786868806372
14.07,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,58,1983,0.126723535586285
8.82,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,0,0,"einfacher",0,1,0,0,64,1972,0.131913896589435
19.25,0,"durchschnittliche","Hochhaus","anderer",FALSE,1,0,0,0,"guter",0,1,0,0,64,1983,0.107224956917021
13.21,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,53,1972,0.133942385887595
10.28,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,82,1993.5,0.161315858806025
11.2,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,70,1972,0.117680739882734
9.8,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,72,1972,0.153306895304286
8.92,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,70,1957.5,0.147465087914475
10.95,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",1,1,0,0,83,1972,0.0769652707944287
6.36,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,68,1972,0.129853311699566
19.32,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,77,2020,0.0720775694362445
15.54,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,46,2020,0.0684267230641391
13.82,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,76,1983,0.124780786250829
13.1,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,58,1957.5,0.133602032501283
14.71,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,77,2013.5,0.0586593804126612
16.65,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,68,2022.5,0.0325328264269669
13.07,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,56,1993.5,0.140966504677584
13.5,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"anderer",0,1,0,0,76,1993.5,0.125228850381064
15.77,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,0,0,97,2013.5,0.104690365055168
11,0,"durchschnittliche","anderer","ENb",FALSE,0,3,0,0,"guter",0,1,0,0,100,1957.5,0.119853746645805
14.43,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,49,1993.5,0.1219256769927
11.01,0,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,84,2020,0.103591111316762
20.72,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,1,0,70,2022.5,0.0970654445082155
17.85,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,46,1957.5,0.112597574135867
17.27,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,97,2013.5,0.116723694639041
15.71,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"anderer",0,1,0,0,70,1957.5,0.113863035725306
7.95,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,2,"guter",0,0,0,0,75,1957.5,0.130873361149923
13.75,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"anderer",1,1,0,0,40,1957.5,0.0664305359127899
13.85,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,52,1993.5,0.138071963463785
9.61,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,59,1957.5,0.119910858089693
10.18,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,2,"guter",0,0,0,0,54,2013.5,0.0837640328689187
16.07,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,84,2013.5,0.0877760345112882
17.11,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,3,"guter",0,0,1,0,76,2013.5,0.130127037909195
7.14,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,70,1957.5,0.126950691266299
14.26,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,80,1993.5,0.159651376537372
14.5,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,2,1,2,"guter",0,1,0,0,60,1983,0.114844446505484
14.92,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,65,1972,0.127848576401171
14.08,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,63,2003.5,0.126867412395396
17.02,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,0,0,57,1957.5,0.0479483417452147
7.64,0,"durchschnittliche","anderer","einfacher",FALSE,0,0,0,1,"guter",0,0,0,0,85,1924,0.0675931098202888
13.48,0,"gute","anderer","anderer",FALSE,0,4,1,2,"guter",0,0,1,0,115,2003.5,0.127691186381294
16.62,0,"durchschnittliche","anderer","anderer",FALSE,1,0,0,0,"guter",0,1,0,0,65,1983,0.107782510109746
16.23,0,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",1,0,0,0,77,1993.5,0.102371140701783
11.81,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,70,1957.5,0.071090595587887
11.86,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"anderer",0,1,0,0,70,1957.5,0.126950691266299
13.06,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,85,2003.5,0.127540445098254
23.46,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,54,2022.5,0.0674635839828917
14.4,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,0,0,93,1972,0.118919769073412
20,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,71,2022.5,0.0660858949504455
24.86,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"einfacher",0,0,1,0,72,2022.5,0.0688982416935082
12.01,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,87,1993.5,0.148486058447218
13.83,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,2,"guter",0,0,1,0,94,2003.5,0.133634191743653
15,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,92,2003.5,0.132255337776786
8.58,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,1,"guter",0,1,0,0,78,1993.5,0.158004058776598
14.93,0,"durchschnittliche","anderer","ENb",FALSE,0,3,0,0,"guter",0,1,1,0,90,1972,0.117083985206378
14.58,0,"durchschnittliche","anderer","ENb",FALSE,0,2,0,2,"einfacher",0,1,0,0,72,1972,0.123326687148928
11.33,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"anderer",0,1,0,0,75,1957.5,0.130285621651782
19,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"einfacher",0,0,1,0,90,2020,0.0837002545554768
12.22,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,45,1957.5,0.124890265184301
15.6,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,77,2003.5,0.136421440576365
15.58,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,59,2003.5,0.0621312622537837
10,0,"durchschnittliche","anderer","ENb",FALSE,0,3,0,0,"guter",0,1,0,0,130,1957.5,0.140029240372097
